Multivariate Gaussian Mean Vector mu = -0.012058	0.008993	
Multivariate Gaussian Covariance Matrix sigma: 
0.007033	-0.000148	
-0.000148	0.009172	

State 2
Poisson Rate lambda = 38.730500
Multivariate Gaussian Mean Vector mu = -0.005403	0.010985	
Multivariate Gaussian Covariance Matrix sigma: 
0.007545	-0.000170	
-0.000170	0.007924	

State 3
Poisson Rate lambda = 171.999934
Multivariate Gaussian Mean Vector mu = -0.021535	0.012107	
Multivariate Gaussian Covariance Matrix sigma: 
0.101868	-0.001942	
-0.001942	0.128742	

State 4
Poisson Rate lambda = 132.492790
Multivariate Gaussian Mean Vector mu = -0.011248	0.002010	
Multivariate Gaussian Covariance Matrix sigma: 
0.093488	0.000540	
0.000540	0.106728	





State 1 is the Idle State

Reduced State Transition Matrix
State 1		0.000000	0.929059	0.000921	0.070020	
State 2		0.905755	0.000000	0.000013	0.094232	
State 3		0.022390	0.532662	0.000000	0.444948	
State 4		0.009691	0.166226	0.824083	0.000000	
